parent,name,scientific,rank,image_url
Seepferdchen,Zwerg-Seepferdchen,Hippocampus bargibanti,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/0/01/Hippocampus_bargabanti.jpg/100px-Hippocampus_bargabanti.jpg
Seepferdchen,Kurzschnäuziges Seepferdchen,Hippocampus hippocampus,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/2/25/Hippocampus_hippocampus_%28on_Ascophyllum_nodosum%29.jpg/100px-Hippocampus_hippocampus_%28on_Ascophyllum_nodosum%29.jpg
Seepferdchen,Dorniges Seepferdchen,Hippocampus histrix,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/7/71/Hippocampus_hystrix_%28Spiny_seahorse%29.jpg/100px-Hippocampus_hystrix_%28Spiny_seahorse%29.jpg
Seenadeln,Fetzen-Seenadel,Haliichthys taeniophorus,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/0/03/Haliichthys_taeniophorus_Gray.jpg/100px-Haliichthys_taeniophorus_Gray.jpg
Seenadeln,Grosser Fetzenfisch,Phycodurus eques,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c9/Fetzenfisch.jpg/100px-Fetzenfisch.jpg
Seenadelartige,Leierfische,Callionymidae,Familie,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d0/Callionymus_lyra.jpg/100px-Callionymus_lyra.jpg
Leierfische,Mandarinfisch,Synchiropus splendidus,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a0/Synchiropus_splendidus_2_Luc_Viatour_Edit3_MichaLR.jpg/100px-Synchiropus_splendidus_2_Luc_Viatour_Edit3_MichaLR.jpg
Leierfische,Gestreifter Leierfisch,Callionymus lyra,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d0/Callionymus_lyra.jpg/100px-Callionymus_lyra.jpg
Seenadelartige,Schnepfenfische,Centriscidae,Familie,https://upload.wikimedia.org/wikipedia/commons/thumb/5/57/SagiHEyb.jpg/100px-SagiHEyb.jpg
Schnepfenfische,Schlanker Schnepfenfisch,Macroramphosus gracilis,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/0/05/Macroramphosus_gracilis_NOAA.jpg/100px-Macroramphosus_gracilis_NOAA.jpg
Seenadelartige,Trompetenfische (F),Aulostomidae,Familie,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3b/Atlantic_cornetfish.jpg/100px-Atlantic_cornetfish.jpg
Trompetenfische (F),Trompetenfische,Aulostomus,Gattung,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3b/Atlantic_cornetfish.jpg/100px-Atlantic_cornetfish.jpg
Seenadelartige,Flötenfische (F),Fistulariidae,Familie,https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Cornetfish.jpg/100px-Cornetfish.jpg
Flötenfische (F),Flötenfische,Fistularia,Gattung,https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Cornetfish.jpg/100px-Cornetfish.jpg
Flötenfische,Glatter Flötenfisch,Fistularia commersonii,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Red_sea-reef_3769.jpg/100px-Red_sea-reef_3769.jpg
Flötenfische,Blaupunkt-Flötenfisch,Fistularia tabacaria,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a8/Abrolhos_Marine_National_ParkRobertoCostaPinto21.jpg/100px-Abrolhos_Marine_National_ParkRobertoCostaPinto21.jpg
Stachelflosser,Scombriformes,Scombriformes,Ordnung,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Scomber_scombrus.jpg/100px-Scomber_scombrus.jpg
Scombriformes,Makrelen und Thunfische,Scombridae,Familie,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Gelbflossen-thunfisch.jpg/100px-Gelbflossen-thunfisch.jpg
Makrelen und Thunfische,Makrele,Scomber scombrus,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Scomber_scombrus.jpg/100px-Scomber_scombrus.jpg
Makrelen und Thunfische,Thunfische,Thunnus,Gattung,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/Thunnus_obesus_%28bigeye_tuna%29.jpg/100px-Thunnus_obesus_%28bigeye_tuna%29.jpg
Thunfische,Gelbflossen-Thunfisch,Thunnus albacares,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dc/Al_mcglashan_tuna.jpg/100px-Al_mcglashan_tuna.jpg
Thunfische,Schwarzflossen-Thunfisch,Thunnus atlanticus,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/0/04/Blackfin_tuna%2C_Duane_Raver_Jr.jpg/100px-Blackfin_tuna%2C_Duane_Raver_Jr.jpg
Thunfische,Roter Thun,Thunnus thynnus,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/Bluefin-big.jpg/100px-Bluefin-big.jpg
Makrelen und Thunfische,Echter Bonito,Katsuwonus pelamis,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/Katsuwonus_pelamis_Java.jpg/100px-Katsuwonus_pelamis_Java.jpg
Stachelflosser,Carangiformes,Carangiformes,Ordnung,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a3/Trevally_Nick_Hobgood.jpg/100px-Trevally_Nick_Hobgood.jpg
Carangiformes,Barrakudas,Sphyraenidae,Familie,https://upload.wikimedia.org/wikipedia/commons/thumb/e/eb/Barracuda_laban.jpg/100px-Barracuda_laban.jpg
Barrakudas,Grosser Barrakuda,Sphyraena barracuda,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/e/eb/Barracuda_laban.jpg/100px-Barracuda_laban.jpg
Carangiformes,Plattfische,Pleuronectoideo,Teilordnung,https://upload.wikimedia.org/wikipedia/commons/thumb/8/84/Psetta_maxima_Luc_Viatour.jpg/100px-Psetta_maxima_Luc_Viatour.jpg
Plattfische,Steinbutte,Scophthalmidae,Familie,https://upload.wikimedia.org/wikipedia/commons/thumb/8/84/Psetta_maxima_Luc_Viatour.jpg/100px-Psetta_maxima_Luc_Viatour.jpg
Steinbutte,Steinbutt,Scophthalmus maxima,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/8/84/Psetta_maxima_Luc_Viatour.jpg/100px-Psetta_maxima_Luc_Viatour.jpg
Plattfische,Butte (F),Bothidae,Familie,https://upload.wikimedia.org/wikipedia/commons/thumb/2/24/Flounder_hawaii.jpg/100px-Flounder_hawaii.jpg
Butte (F),Lammzunge,Arnoglossus laterna,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/Arnoglossus_laterna_2.jpg/100px-Arnoglossus_laterna_2.jpg
Butte (F),Bothus,Bothus,Gattung,https://upload.wikimedia.org/wikipedia/commons/thumb/6/68/Flower_flounder_in_Kona_may_2010.jpg/100px-Flower_flounder_in_Kona_may_2010.jpg
Bothus,Fasanbutt,Bothus mancus,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/2/24/Flounder_hawaii.jpg/100px-Flounder_hawaii.jpg
Bothus,Weitaugenbutt,Bothus podas,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/5/51/Bothus_podas_Corse.JPG/100px-Bothus_podas_Corse.JPG
Plattfische,Schollen,Pleuronectidae,Familie,https://upload.wikimedia.org/wikipedia/commons/thumb/2/22/Platichthys_flesus_1.jpg/100px-Platichthys_flesus_1.jpg
Schollen,Hundszunge,Glyptocephalus cynoglossus,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ec/Glyptocephalus_cynoglossus.jpg/100px-Glyptocephalus_cynoglossus.jpg
Schollen,Rotzunge,Microstomus kitt,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/f/ff/Microstomus_kitt_1.jpg/100px-Microstomus_kitt_1.jpg
Schollen,Heilbutt,Hippoglossus hippoglossus,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/3/38/Halibut_DSC02249.JPG/100px-Halibut_DSC02249.JPG
Schollen,Scholle,Pleuronectes platessa,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5d/Goldbutt_2009.JPG/100px-Goldbutt_2009.JPG
Schollen,Flunder,Platichthys flesus,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/2/22/Platichthys_flesus_1.jpg/100px-Platichthys_flesus_1.jpg
Plattfische,Seezungen,Soleidae,Familie,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/Seezunge2007.jpg/100px-Seezunge2007.jpg
Seezungen,Seezunge,Solea solea,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cd/Solea_solea_1.jpg/100px-Solea_solea_1.jpg
Seezungen,Sandzunge,Pegusa lascaris,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/Pegusa_lascaris.jpg/100px-Pegusa_lascaris.jpg
Carangiformes,Schützenfische,Toxotidae,Familie,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d6/Toxotes_jaculatrix.jpg/100px-Toxotes_jaculatrix.jpg
Schützenfische,Schützenfisch,Toxotes jaculatrix,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d6/Toxotes_jaculatrix.jpg/100px-Toxotes_jaculatrix.jpg
Carangiformes,Schwertfischverwandte,Xiphioidea,Teilordnung,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0e/White_Marlin_in_North_Carolina_1394318584.jpg/100px-White_Marlin_in_North_Carolina_1394318584.jpg
Schwertfischverwandte,Schwertfische (F),Xiphiidae,Familie,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6c/Xiphias_gladius_stuffed.jpg/100px-Xiphias_gladius_stuffed.jpg
Schwertfische (F),Schwertfisch,Xiphias gladius,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6c/Xiphias_gladius_stuffed.jpg/100px-Xiphias_gladius_stuffed.jpg
Schwertfischverwandte,Speerfische,Istiophoridae,Familie,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0e/White_Marlin_in_North_Carolina_1394318584.jpg/100px-White_Marlin_in_North_Carolina_1394318584.jpg
Speerfische,Fächerfisch,Istiophorus platypterus,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/0/09/Fastest-fish.jpg/100px-Fastest-fish.jpg
Speerfische,Weisser Marlin,Kajikia albida,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0e/White_Marlin_in_North_Carolina_1394318584.jpg/100px-White_Marlin_in_North_Carolina_1394318584.jpg
Speerfische,Blauer Marlin,Makaira nigricans,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b9/Atlantic_blue_marlin.jpg/100px-Atlantic_blue_marlin.jpg
Speerfische,Mittelmeer-Speerfisch,Tetrapturus belone,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b0/Histoire_naturelle_des_poissons_%2810438702206%29.jpg/100px-Histoire_naturelle_des_poissons_%2810438702206%29.jpg
Carangiformes,Schiffshalter,Echeneidae,Familie,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0e/Echeneis_naucrates.jpg/100px-Echeneis_naucrates.jpg
Schiffshalter,Gestreifter Schiffshalter,Echeneis naucrates,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/2/23/Remora_Belize_Reef.jpg/100px-Remora_Belize_Reef.jpg
Schiffshalter,Gemeiner Schiffshalter,Remora remora,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/Remora_remora.jpg/100px-Remora_remora.jpg
Carangiformes,Stachelmakrelen,Carangidae,Familie,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ed/Caranx_ignobilis.jpg/100px-Caranx_ignobilis.jpg
Stachelmakrelen,Dickkopf-Makrele,Caranx ignobilis,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ed/Caranx_ignobilis.jpg/100px-Caranx_ignobilis.jpg
Stachelmakrelen,Pilotfisch,Naucrates ductor,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fb/Naucrates_ductor.jpg/100px-Naucrates_ductor.jpg
Ovalentaria,Hornhechtartige,Beloniformes,Ordnung,https://upload.wikimedia.org/wikipedia/commons/thumb/2/24/Beloniformes.jpg/100px-Beloniformes.jpg
Hornhechtartige,Fliegende Fische,Exocoetidae,Familie,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/Cheilopogon_melanurusPCCA20070623-3956B.jpg/100px-Cheilopogon_melanurusPCCA20070623-3956B.jpg
Fliegende Fische,Schwalbenfisch,Exocoetus volitans,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/3/30/Exocoetus_volitans.jpg/100px-Exocoetus_volitans.jpg
Hornhechtartige,Hornhechte,Belonidae,Familie,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8c/Tylosurus_crocodilus_crocodilus_R%C3%A9union.jpg/100px-Tylosurus_crocodilus_crocodilus_R%C3%A9union.jpg
Hornhechte,Gewöhnlicher Hornhecht,Belone belone,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Garfish%2C_Peloponnese%2C_Peloponnese%2C_Western_Greece_and_the_Ionian_Islands%2C_GR_imported_from_iNaturalist_photo_222165464.jpg/100px-Garfish%2C_Peloponnese%2C_Peloponnese%2C_Western_Greece_and_the_Ionian_Islands%2C_GR_imported_from_iNaturalist_photo_222165464.jp
Hornhechtartige,Halbschnäbler,Zenarchopteridae,Familie,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ca/Dermogenys_sumatrana_02.jpg/100px-Dermogenys_sumatrana_02.jpg
Halbschnäbler,Halbschnabelhecht,Dermogenys pusilla,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f6/Dermogenys_pusilla_by_OpenCage.jpg/100px-Dermogenys_pusilla_by_OpenCage.jpg
Ovalentaria,Zahnkärpflinge,Cyprinodontiformes,Ordnung,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bb/Pachypanchax_omalonotus_01.jpg/100px-Pachypanchax_omalonotus_01.jpg
Zahnkärpflinge,Anablepidae,Anablepidae,Familie,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/Vieraugen_001.jpg/100px-Vieraugen_001.jpg
Anablepidae,Vieraugen,Anableps,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ab/Anableps_anableps_qtl1.jpg/100px-Anableps_anableps_qtl1.jpg
Ovalentaria,Buntbarschartige,Cichliformes,Ordnung,https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Cichlimorphae.jpg/100px-Cichlimorphae.jpg
Buntbarschartige,Buntbarsche,Cichlidae,Familie,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6c/Archocentrus_nigrofasciatus_female.jpg/120px-Archocentrus_nigrofasciatus_female.jpg
Buntbarsche,Skalare,Pterophyllum,Gattung,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Freshwater_angelfish_biodome.jpg/120px-Freshwater_angelfish_biodome.jpg
Skalare,Skalar,Pterophyllum scalare,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Freshwater_angelfish_biodome.jpg/120px-Freshwater_angelfish_biodome.jpg
Skalare,Hoher Segelflosser,Pterophyllum altum,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Pterophyllum_altum.jpg/100px-Pterophyllum_altum.jpg
Skalare,Leopolds Skalar,Pterophyllum leopoldi,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/9/94/Pterophyllum_leopoldi.jpg/120px-Pterophyllum_leopoldi.jpg
Buntbarsche,Zebrabuntbarsch,Amatitlania nigrofasciata,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6c/Archocentrus_nigrofasciatus_female.jpg/120px-Archocentrus_nigrofasciatus_female.jpg
Buntbarsche,Diskusfische,Symphysodon,Gattung,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b9/Symphysodon_aequifasciatus_-_Karlsruhe_Zoo_01.jpg/100px-Symphysodon_aequifasciatus_-_Karlsruhe_Zoo_01.jpg
Buntbarsche,Gestreifter Buntbarsch,Etroplus suratensis,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/7/78/Etroplus_suratensis.jpg/100px-Etroplus_suratensis.jpg
Buntbarschartige,Pholidichthyidae,Pholidichthyidae,Familie,https://upload.wikimedia.org/wikipedia/commons/thumb/8/84/Pholidichthys_leucotaenia_1.jpg/120px-Pholidichthys_leucotaenia_1.jpg
Pholidichthyidae,Weissstreifen-Aalgrundel,Pholidichthys leucotaenia,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/8/84/Pholidichthys_leucotaenia_1.jpg/120px-Pholidichthys_leucotaenia_1.jpg
Buntbarschartige,Vielstachler,Polycentridae,Familie,https://upload.wikimedia.org/wikipedia/commons/thumb/2/26/Monocirrhus_polyacanthus.jpg/100px-Monocirrhus_polyacanthus.jpg
Vielstachler,Blattfisch,Monocirrhus polyacanthus,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ee/Monocirrhus_polyacanthus%2C_Tapaj%C3%B3s.jpg/100px-Monocirrhus_polyacanthus%2C_Tapaj%C3%B3s.jpg
Ovalentaria,Schleimfischartige,Blenniiformes,Ordnung,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0f/Striped_fangblenny_%28Meiacanthus_grammistes%29_%2846842559335%29.jpg/100px-Striped_fangblenny_%28Meiacanthus_grammistes%29_%2846842559335%29.jpg
Schleimfischartige,Aalbarsche,Congrogadidae,Familie,https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Congrogadus_subducens.jpg/120px-Congrogadus_subducens.jpg
Aalbarsche,Grüner Aalbarsch,Congrogadus subducens,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Congrogadus_subducens.jpg/120px-Congrogadus_subducens.jpg
Schleimfischartige,Riffbarsche,Pomacentridae,Familie,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Chromis_cyanea_Gratwicke.jpg/100px-Chromis_cyanea_Gratwicke.jpg
Riffbarsche,Garibaldifisch,Hypsypops rubicundus,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/2/27/Hypsypops_rubicundus_adult.jpg/120px-Hypsypops_rubicundus_adult.jpg
Riffbarsche,Anemonenfische,Amphiprion,Gattung,https://upload.wikimedia.org/wikipedia/commons/thumb/3/30/Amphiprion_ephippium.jpg/120px-Amphiprion_ephippium.jpg
Anemonenfische,Echter Clownfisch,Amphiprion percula,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Gelege_pflegende_perculas.png/120px-Gelege_pflegende_perculas.png
Anemonenfische,Falscher Clownfisch,Amphiprion ocellaris,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ad/Amphiprion_ocellaris_%28Clown_anemonefish%29_by_Nick_Hobgood.jpg/100px-Amphiprion_ocellaris_%28Clown_anemonefish%29_by_Nick_Hobgood.jpg
Anemonenfische,Clarks Anemonenfisch,Amphiprion clarkii,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b3/2015_01_Koh_Lanta_30_littlr_teeth_%2816423924129%29.jpg/120px-2015_01_Koh_Lanta_30_littlr_teeth_%2816423924129%29.jpg
Anemonenfische,Halsband-Anemonenfisch,Amphiprion perideraion,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e1/Amphiprion_perideraion_in_Anemone.jpg/100px-Amphiprion_perideraion_in_Anemone.jpg
Anemonenfische,Sattelfleck-Anemonenfisch,Amphiprion polymnus,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/5/57/Amphiprion_Species.JPG/120px-Amphiprion_Species.JPG
Anemonenfische,Oranger Anemonenfisch,Amphiprion sandaracinos,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1e/Amphiprion_sandaracinos.jpg/120px-Amphiprion_sandaracinos.jpg
Riffbarsche,Preussenfische,Dascyllus,Gattung,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6a/Humbug_dascyllus_%28Dascyllus_aruanus%29_%2848652156722%29.jpg/100px-Humbug_dascyllus_%28Dascyllus_aruanus%29_%2848652156722%29.jpg
Preussenfische,Dreibinden-Preussenfisch,Dascyllus aruanus,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/Pocillopora_meandrina_y_Dascyllus.jpg/120px-Pocillopora_meandrina_y_Dascyllus.jpg
Preussenfische,Strasburgs Preussenfisch,Dascyllus strasburgi,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fe/Dascyllus_strasburgi.jpg/120px-Dascyllus_strasburgi.jpg
Preussenfische,Dreifleck-Preussenfisch,Dascyllus trimaculatus,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d2/Dascyllus_trimaculatus_R%C3%A9union.jpg/120px-Dascyllus_trimaculatus_R%C3%A9union.jpg
Schleimfischartige,Schleimfische,Blenniidae,Familie,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dc/Blennius_ocellaris_Messina.jpg/120px-Blennius_ocellaris_Messina.jpg
Schleimfische,Seeschmetterling,Blennius ocellaris,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dc/Blennius_ocellaris_Messina.jpg/120px-Blennius_ocellaris_Messina.jpg
Schleimfische,Dreistreifen-Säbelzahnschleimfisch,Meiacanthus grammistes,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a6/Meiacanthus_grammistes.JPG/100px-Meiacanthus_grammistes.JPG
Schleimfische,Gestreifter Schleimfisch,Parablennius gattorugine,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/1/11/Parablenniusgattorugine.JPG/120px-Parablenniusgattorugine.JPG
Eupercaria,Barschartige,Perciformes,Ordnung,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0f/Barsche_im_See_%28Jungfische%29.jpg/100px-Barsche_im_See_%28Jungfische%29.jpg
Barschartige,Zackenbarsche,Epinephelidae,Familie,https://upload.wikimedia.org/wikipedia/commons/thumb/9/90/Chocolate_grouper_%28Cephalopholis_boenak%29_%2840701425812%29.jpg/100px-Chocolate_grouper_%28Cephalopholis_boenak%29_%2840701425812%29.jpg
Zackenbarsche,Epinephelus,Epinephelus,Gattung,https://upload.wikimedia.org/wikipedia/commons/thumb/9/99/Georgia_Aquarium_-_Giant_Grouper_edit2.jpg/120px-Georgia_Aquarium_-_Giant_Grouper_edit2.jpg
Epinephelus,Dunkler Riesenzackenbarsch,Epinephelus lanceolatus,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/9/99/Georgia_Aquarium_-_Giant_Grouper_edit2.jpg/120px-Georgia_Aquarium_-_Giant_Grouper_edit2.jpg
Epinephelus,Pantherfisch,Epinephelus altivelis,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/Cromileptes_altivelis_skansen_2006.jpg/100px-Cromileptes_altivelis_skansen_2006.jpg
Zackenbarsche,Cephalopholis,Cephalopholis,Gattung,https://upload.wikimedia.org/wikipedia/commons/thumb/3/34/Blue-spotted.grouper.arp.jpg/120px-Blue-spotted.grouper.arp.jpg
Cephalopholis,Pfauen-Zackenbarsch,Cephalopholis argus,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7a/Cephalopholis_argus_333025915.jpg/100px-Cephalopholis_argus_333025915.jpg
Cephalopholis,Juwelen-Zackenbarsch,Cephalopholis miniata,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b6/Redgrouper.jpg/120px-Redgrouper.jpg
Barschartige,Petermännchen,Trachinidae,Familie,https://upload.wikimedia.org/wikipedia/commons/thumb/0/03/Trachinus_draco.jpg/120px-Trachinus_draco.jpg
Petermännchen,Strahlen-Petermännchen,Trachinus radiatus,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a1/Trachinus_radiatus_showy_Kato_Koufonissi.jpg/100px-Trachinus_radiatus_showy_Kato_Koufonissi.jpg
Barschartige,Echte Barsche,Percidae,Familie,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8d/Perca_fluviatilis_-_Perche_commune_-_European_perch.jpg/100px-Perca_fluviatilis_-_Perche_commune_-_European_perch.jpg
Echte Barsche,Flussbarsch,Perca fluviatilis,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/9/91/Perca_fluviatilis.jpg/100px-Perca_fluviatilis.jpg
Echte Barsche,Kaulbarsch,Gymnocephalus cernua,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4f/Gymnocephalus_cernuus_P%C3%A4rnu_River_Estonia_2010-01-06.jpg/100px-Gymnocephalus_cernuus_P%C3%A4rnu_River_Estonia_2010-01-06.jpg
Echte Barsche,Zander,Sander lucioperca,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/Zander.jpg/120px-Zander.jpg
Barschartige,Plattköpfe,Platycephalidae,Familie,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c1/Platycephalus_fuscus_1.jpg/120px-Platycephalus_fuscus_1.jpg
Plattköpfe,Alligatorfisch,Cociella crocodila,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a1/NaamaCrocodile.jpg/120px-NaamaCrocodile.jpg
Plattköpfe,Braunkopf-Plattkopf,Cymbacephalus beauforti,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/5/58/Cymbacephalus_beauforti_2.jpg/100px-Cymbacephalus_beauforti_2.jpg
Barschartige,Drachenköpfe,Scorpaenidae,Familie,https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/Scorpaena_scrofa.jpg/120px-Scorpaena_scrofa.jpg
Drachenköpfe,Skorpionfische,Scorpaeninae,Unterfamilie,https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/Scorpaena_scrofa.jpg/120px-Scorpaena_scrofa.jpg
Skorpionfische,Grosser Roter Drachenkopf,Scorpaena scrofa,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/8/84/Grosserdrachenkopf-02.jpg/120px-Grosserdrachenkopf-02.jpg
Skorpionfische,Ambon-Drachenkopf,Pteroidichthys amboinensis,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/6/63/Ambon_Scorpionfish_5.jpg/100px-Ambon_Scorpionfish_5.jpg
Skorpionfische,Schaukelfisch,Taenianotus triacanthus,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/3/32/Pez_escorpi%C3%B3n_de_vela_%28Taenianotus_triacanthus%29%2C_Zanz%C3%ADbar%2C_Tanzania%2C_2024-05-29%2C_DD_17.jpg/100px-Pez_escorpi%C3%B3n_de_vela_%28Taenianotus_triacanthus%29%2C_Zanz%C3%ADbar%2C_Tanzania%2C_2024-05-29%2C_DD_17.jpg
Drachenköpfe,Feuerfische,Pteroinae,Unterfamilie,https://upload.wikimedia.org/wikipedia/commons/thumb/3/36/MC_Rotfeuerfisch.jpg/100px-MC_Rotfeuerfisch.jpg
Feuerfische,Zebra-Zwergfeuerfisch,Dendrochirus zebra,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/5/52/Zebra_Lionfish_%28Dendrochirus_zebra%29_%2845552894282%29.jpg/100px-Zebra_Lionfish_%28Dendrochirus_zebra%29_%2845552894282%29.jpg
Feuerfische,Pfauenaugen-Zwergfeuerfisch,Nemapterois biocellatus,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fe/Dendrochirus_biocellatus1.JPG/100px-Dendrochirus_biocellatus1.JPG
Feuerfische,Blauflossen-Feuerfisch,Parapterois heterura,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/Parapterois_heterura_-_Blackfoot_Lionfish_-_Blauflossen-Feuerfisch_%28detail%29.jpg/120px-Parapterois_heterura_-_Blackfoot_Lionfish_-_Blauflossen-Feuerfisch_%28detail%29.jpg
Feuerfische,Pterois,Pterois,Gattung,not_found
Pterois,Indischer Rotfeuerfisch,Pterois miles,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4f/Rotfeuerfisch_aegypten.JPG/120px-Rotfeuerfisch_aegypten.JPG
